COMPANY,STREET,CITY,STATE,ZIPPOSTAL_CODE,PHONE,TOLLFREE,FAX,EMAIL,WEBSITE,ULTIMATE_PARENT_NAME1,ULTIMATE_PARENT_CITY1,ULTIMATE_PARENT_STATE1,DIRECT_REPORTAGE_NAME1,FAMILY_ROLE1,NAME1,EMAIL1,TITLE2,NAME2,EMAIL2,TITLE3,NAME3,EMAIL3,TITLE4,NAME4,EMAIL4,TITLE5,NAME5,EMAIL5,TITLE6,NAME6,EMAIL6,TITLE7,NAME7,EMAIL7,TITLE8,NAME8,EMAIL8,TITLE9,NAME9,EMAIL9,TITLE10,NAME10,EMAIL10,BUSINESS_DESCRIPTION,YEAR_FOUNDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TITLE131,NAME131,EMAIL131,TITLE132,NAME132,EMAIL132,TITLE133,NAME133,EMAIL133,TITLE134,NAME134,EMAIL134,TITLE135,NAME135,EMAIL135,TITLE136,NAME136,EMAIL136,TITLE137,NAME137,EMAIL137,TITLE138,NAME138,EMAIL138,TITLE139,NAME139,EMAIL139,TITLE140,NAME140,EMAIL140,TITLE141,NAME141,EMAIL141,TITLE142,NAME142,EMAIL142,TITLE143,NAME143,EMAIL143,TITLE144,NAME144,EMAIL144,TITLE145,NAME145,EMAIL145,TITLE146,NAME146,EMAIL146,TITLE147,NAME147,EMAIL147,TITLE148,NAME148,EMAIL148,TITLE149,NAME149,EMAIL149,DIRECT_REPORTAGE_NAME3,FAMILY_ROLE3
Susie's Deals,620 S Wanamaker Ave,Ontario,CA,91761,(323) 560-2985,,,,www.susiesdeals.com,,,,,,Gail Jeffery,gjeffery@susiesdeals.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Susie's Deals was founded in 1974, and is headquartered in Ontario, CA. The store offers apparel lines for men, women, and children. Its products include bottoms, bermuda shorts, capris, and leggings.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Swanson, Martin & Bell, LLP",330 N Wabash Ste 3300,Chicago,IL,60611,(312) 321-9100,,(312) 321-0990,jarranz@smbtrials.com,www.smbtrials.com,,,,,,John P. Arranz,jarranz@smbtrials.com,Partner,Ross W. Bartolotta,rbartolo@smbtrials.com,Partner,Jeffrey S. Becker,jbecker@smbtrials.com,Partner,Brian W. Bell,bbell@smbtrials.com,Partner,Stanley V. Boychuck,sboychuc@smbtrials.com,Partner,Kevin V. Boyle,kboyle@smbtrials.com,Partner,Elizabeth A. Bruer,ebruer@smbtrials.com,Partner,David J. Cahill,dcahill@smbtrials.com,Partner,Patrick  Clyder,,"Partner-Real Estate, Real Estate Fin & Comml Lending",Kimberly K. Enders,,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TD Bank US Holding Company - Cherry Hill,Commerce Atrium 1701 Rte 70 E,Cherry Hill,NJ,08034-5400,(856) 751-9000,(888) 751-9000,(856) 751-9260,,,The Toronto-Dominion Bank,Toronto,,TD Bank US Holding Company,,Bahrat B. Masrani,Bahrat.Masrani@TDBanknorth.com,CMO & Sr VP,"John J. Cunningham, Jr.",John.Cunningham@TDBanknorth.com,Sr VP & Chief Risk Officer,James L. Gertie,James.Gertie@TDBanknorth.com,Exec VP-Retail Ops,Linda Verba,Linda.Verba@TDBanknorth.com,Sr VP & Dir-Ops-Equipment Fin,Steven M. Nelson,Steven.Nelson@TDBanknorth.com,Sr VP-Piscataway,Robert  Greene,Robert.Greene@TDBanknorth.com,Sr VP,John W. Juers,John.Juers@TDBanknorth.com,VP & Mgr-Small Bus Lending,Adam M. Butter,Adam.Butter@TDBanknorth.com,VP & Mgr-Real Estate,William G. Palkewick,William.Palkewick@TDBanknorth.com,Head-Global Retirement & Benefits-Mt. Laurel,Paul R. Marcotullio,Paul.Marcotullio@TDBanknorth.com,,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJC Real Estate Management Services,7476 E 29th Ave,Denver,CO,80238,(303) 324-6988,,(303) 399-2587,,tjcmanagement.businesscatalyst.com,,,,,,Kari Cummings,,Co-Owner,Thomas Cummings,,Mgr-Acctg,Joanna Zelazko,,Asst Mgr-Property,Andrea Bridgeman,,Coord-Transaction,Erica Stegner,,,,,,,,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TRT Holdings, Inc.",4001 Maple Ave,Dallas,TX,75219,(214) 283-8500,,(214) 283-8501,,www.omnihotelsandresorts.com,"TRT Holdings, Inc.",Dallas,TX,,,Blake  Rowling,,CEO,James D. Caldwell,,Gen Counsel & Sr VP-Real Estate,Michael G. Smith,,Sr VP-Energy,Mike  Popejoy,,VP-Investments,Michael  Frantz,,VP & Sr Counsel,Amanda  Lewis,,VP-Acctg,Janett O'Dwyer,,VP & Sr Counsel,Jeanette  Vloitos,,,,,,,,,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarragon L.L.C.,1000 2nd Ave,Seattle,WA,98104,(206) 233-9600,,,info@tarragon.com,www.tarragon.com,,,,,,Teresa Buxton,,Sr Dir-Real Estate Ops,Tina  Pappas,,Dir-Mktg,Ashleigh  Kilcup,,Sr Mgr-Dev,Tim  Hamann,,Mgr-Construction,Dave  Carter,,Coord-Mktg,Kate  Leverson,,,,,,,,,,,,,,"Tarragon, LLC. is headquartered in Seattle, WA. It is a real-estate development services firm. The company's properties include industrial, office, mixed-use, retail and residential.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tarter Krinsky & Drogin, Llp.",470 Park Ave S Fl 14,New York,NY,10016,(212) 481-8585,,,,www.tarterkrinsky.com,,,,,,Alan M. Tarter,,Co-Partner,Andrew R. Ben-Ami,abenami@tarterkrinsky.com,Partner,Edward Farrell,efarrell@tarterkrinsky.com,Partner-Real Estate Practice,Kevin  Groarke,,Partner-White Collar & Govt Investigations,Michael  Grudberg,,Partner,David  Kleinmann,,Partner-Securities & Fin Svcs Litigation,Charles M. Miller,,Partner,Gina  Piazza,,"Partner-Litigation, Labor & Employment Practices",Richard C. Schoenstein,,Partner-Construction,Laurie  Stanziale,,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tejon Ranch Company,4436 Lebec Rd,Lebec,CA,93243,(661) 248-3000,,(661) 248-2318,bzoeller@tejonranch.com,www.tejonranch.com,Tejon Ranch Company,Lebec,CA,,,Norman J. Metcalfe,Norman@tejonranch.com,Pres & CEO,Gregory S. Bielli,,CFO & Sr VP-Fin,Robert D. Velasquez,,"COO, Treas & Exec VP",Allen E. Lyda,Allen@tejonranch.com,Gen Counsel & Sr VP,Michael R. W. Houston,,Exec VP-Real Estate,"Hugh F. McMahon, IV",,Exec VP-Real Estate,Joseph N. Rentfro,,Sr VP-Ranch Ops,Michael L. Campeau,,Sr VP-Agriculture,"Fredrick R. Irwin, III",,VP & Controller,Tim  Li,,"Established in 1843 and headquartered in Lebec, CA, Tejon Ranch Company (NYSE: TRC) engages in real estate and agricultural development. The company operates in five business segments: commercial/ industrial real estate development; resort/ residential real estate development; mineral resources; farming; and ranch operations. Its commercial/ industrial real estate development segment is engaged in land planning & entitlement, land development, commercial sales & leasing, and leasing of land for mineral royalties, among others. The company has 270,000 acres of undeveloped land. Its mineral resources segment have 2,000 acres under lease to National, for manufacturing Portland cement from limestone deposits found on the leased acreage. According to the company's current 10K government filing it had FYE 12/31/2017 revenue of $35.6 million and has 131 employees.",1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Templeton, Ken Realty & Investments, Inc.",3311 S Rainbow Blvd Ste 225,Las Vegas,NV,89146,(702) 873-6700,,,,kentempletonrealty.com,,,,,,Ken Templeton,,VP-Dev & Real Estate,Kris Templeton,,,,,,,,,,,,,,,,,,,,,,,,,,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Arizona Daily Star,4850 S Park Ave,Tucson,AZ,85714-1637,(520) 573-4366,(800) 695-4492,(520) 573-4109,advertising@tucson.com,www.tucson.com,"Gannett Co., Inc.",McLean,VA,TNI Partners,Unit,John D'Orlando,jdorlando@tucson.com,Partner-HR Bus,Andre  Boudy,aboudy@tucson.com,VP-Fin,Joel  Rohlik,jrohlik@tucson.com,Editor-Sports,Ryan Finley,rfinley@tucson.com,Editor-Editorial Page,Sarah Garrecht Gassen,sgassen@tucson.com,Editor-Night,James Martinez,jmartinez@tucson.com,Editor-Digital Engagement,Mollie Muchna,mmuchna@tucson.com,Editor,Carol Poole,cpoole@tucson.com,Dir-Mktg,Darrell  Durham,ddurham@tucson.com,Dir-IT,Mike  Facemire,mikefacemire@tucson.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Bachrach Group, Ltd.",39 W 37th St Fl 5,New York,NY,10018,(212) 279-7777,,(212) 465-0966,,www.bachrachgroup.com,,,,,,Anthony Fanzo,,Mng Dir,James  Gillespie,,Dir-Tech Practice,Mike  DeVita,,Dir-Real Estate,Jules Traugot,,Assoc Dir-Hospitality Div,Carmelie  Arthur,,,,,,,,,,,,,,,,,"The Bachrach Group, Ltd. is headquartered in New York, NY, and was founded in 1974. It is staffing company. The company offers direct-hire, temporary-to-permanent, contract, and temporary staffing services. It serves the accounting, technology, administrative, and healthcare sectors.",1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Bancorp, Inc.",409 Silverside Rd,Wilmington,DE,19809,(302) 385-5000,,(302) 385-5194,,www.thebancorp.com,"The Bancorp, Inc.",Wilmington,DE,,,Daniel Gideon Cohen,,Pres & CEO,Damian M. Kozlowski,,Mng Dir & CIO,Matt  Wallace,,Mng Dir & Chief Mktg Officer,Maria  Wainwright,,Mng Dir & Chief Compliance Officer,Michael  Althouse,,Mng Dir & Chief Risk Officer,Keith D. Owes,,Mng Dir & Chief HR Officer,Jennifer F. Terry,,"Mng Dir, Head-Financial Ops & Co-Head-Payment Solutions",Dianne  Bjork,,Mng Dir & Head-Payment Acceptance,Matt  Carberry,,"Mng Dir, Head-Bus Dev & Co-Head-Payment Solutions",Ryan  Harris,,"Headquartered in Wilmington, DE, The Bancorp, Inc. (NASDAQ: TBBK) is a financial holding company. The company, through its subsidiary, is engaged in the provision of financial products and services through a secure three-tiered architecture using the commercially available software. It provides checking accounts, savings accounts, money market accounts, commercial accounts, and various types of prepaid and debit cards. The company's lending products include commercial, construction, and commercial mortgage loans. It offers private label banking, fleet leasing, government guaranteed lending, and prepaid payment solutions. According to the company's current 10K government filing, it had FYE 12/31/2018 revenue of $301.7 million and has 589 employees.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Benchmark Financial Group,4053 Maple Rd Ste 200,Amherst,NY,14226,(716) 833-4986,(800) 876-0160,(716) 833-2954,,www.benchmarkgrp.com,The Benchmark Financial Group,Amherst,NY,,,Clarke H. Narins,CNarins@benchmarkgrp.com,Pres,Margaret E. Shotwell,MShotwell@benchmarkgrp.com,Partner,Arthur M. Gellman,AGellman@benchmarkgrp.com,Partner,George I. Gellman,GGellman@benchmarkgrp.com,CFO,Jeff Withee,JWithee@benchmarkgrp.com,COO,Steve Longo,slongo@benchmarkgrp.com,Exec VP & Dir-Real Estate,Martin J. DelleBovi,MDelleBovi@benchmarkgrp.com,VP & Dir-Affordable Housing,Lorraine O'Connor,LOConnor@benchmarkgrp.com,VP,George O. Bergantz,GBergantz@benchmarkgrp.com,VP-Construction,Mark T. DelleBovi,,"The Benchmark Financial Group, Inc. is based in Amherst, NY. It is involved in commercial development services. The company deals with the acquisition and development of real estate holdings, property management, and construction.",1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Blackstone Group L.P.,345 Park Ave,New York,NY,10154,(212) 583-5000,,(212) 583-5749,,www.blackstone.com,The Blackstone Group L.P.,New York,NY,,,Stephen Allen Schwarzman,Schwarzman@blackstone.com,Sr Mng Dir & Founder-GSO Capital Partners,Bennett J. Goodman,Goodman@blackstone.com,Vice Chm,Tony  James,,Pres & COO,Jonathan D. Gray,Gray@blackstone.com,Sr Mng Dir & Pres-GSO,Donald  Scott,Scott@blackstone.com,Sr Mng Dir-GSO,Marisa  Beeney,Beeney@blackstone.com,Sr Mng Dir & Head-Pub Affairs & Mktg-Global,Christine  Anderson,Anderson@blackstone.com,Sr Mng Dir & Co-Head-Strategic Partners,Stephen H. Can,Can@blackstone.com,Sr Mng Dir & Co-Head-Strategic Partners,Verdun  Perry,Perry@blackstone.com,Sr Mng Dir & Head-Private Wealth Solutions & External Rels,Joan  Solotar,Solotar@blackstone.com,"Established in 1985 and headquartered in New York, NY, The Blackstone Group L.P. (NYSE: BX) is an asset manager and a provider of financial advisory services. The company operates in four business segments: private equity, real estate, hedge fund solutions, and credit. It has investments in hotels, office buildings, industrial assets, residential and shopping centers, as well as a variety of real estate operating companies. The company provides financial advisory services for mergers and acquisitions, restructuring, reorganization, and fund placement. According to the company's current 10K government filing, it had FYE 12/31/2018 revenue of $6.8 billion and has 2,615 employees.",1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Boldt Company,2525 N Roemer Rd,Appleton,WI,54912-0419,(920) 246-4195,(800) 992-6538,(920) 739-0110,,,The Boldt Group Inc.,Appleton,WI,The Boldt Group Inc.,Subsidiary,Oscar  Boldt,,Pres & Co-COO,Bob DeKoch,,CEO,Tom  Boldt,,CMO & Sr Exec VP,Jim  Rossmeissl,,Pres-Real Estate,Jim  Kleinfeldt,,Pres-Central Ops,Jeff Niesen,,Sr Exec VP,Linda  Nila,,Exec VP & Gen Mgr-Power & Industrial-Natl,John Heck,,Exec VP & Gen Mgr-Southern Ops,Jeff Shipley,,Exec VP-Real Estate,Jake Garro,,"The Boldt Company was founded in 1889, and is headquartered in Appleton, WI. It is a construction company. The company offers services such as design-build, construction management, real estate development, value engineering, program management, and consulting.",1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
